row_type,propeller,filename,source_url,apc_title,software_version,simulation_date,diameter_in,pitch_in,pitch_to_diameter,blade_count,role,rpm,speed_mph,speed_m_s,j,code_mu_equivalent_j_over_pi,efficiency_pe,ct,cp,power_hp,torque_in_lbf,thrust_lbf,power_w,torque_n_m,thrust_n,thrust_g_per_w,mach_tip,reynolds_75,figure_of_merit,same_rpm_static_ct,same_rpm_static_cp,ct_over_same_rpm_static_ct,cp_over_same_rpm_static_cp,q_over_t_over_same_rpm_static_q_over_t
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,46.83,20.934883199999998,0.471,0.1499239563925654,0.5029,0.1594,0.1493,0.348,1.043,1.4,259.203,0.118,6.227,2.45,0.42,78672.0,0.3401,0.1596,0.1269,0.9987468671679197,1.176516942474389,1.1779931243344572
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,52.68,23.5500672,0.5298,0.16864057770017232,0.5477,0.1591,0.1539,0.358,1.076,1.398,267.325,0.122,6.216,2.371,0.42,79093.0,0.329,0.1596,0.1269,0.9968671679197995,1.2127659574468084,1.2165772898083635
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,58.54,26.1697216,0.5887,0.1873890299963976,0.5879,0.1585,0.1587,0.37,1.109,1.392,275.637,0.125,6.193,2.291,0.42,79556.0,0.3172,0.1596,0.1269,0.9931077694235589,1.2505910165484633,1.2592701971049511
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,64.39,28.7849056,0.6476,0.20613748229262283,0.6239,0.1574,0.1634,0.381,1.142,1.383,283.764,0.129,6.151,2.21,0.43,80059.0,0.305,0.1596,0.1269,0.9862155388471179,1.2876280535855003,1.3056253961387916
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,70.24,31.400089599999998,0.7065,0.22488593458884812,0.656,0.1557,0.1677,0.391,1.172,1.368,291.25,0.132,6.084,2.13,0.43,80602.0,0.2924,0.1596,0.1269,0.9755639097744362,1.321513002364066,1.3546144841188497
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,76.1,34.019743999999996,0.7653,0.243602555896455,0.6845,0.1532,0.1713,0.399,1.198,1.346,297.568,0.135,5.987,2.052,0.43,81186.0,0.2793,0.1596,0.1269,0.9598997493734337,1.3498817966903072,1.4062737255337663
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,81.95,36.634928,0.8242,0.2623510081926803,0.7097,0.1498,0.174,0.405,1.216,1.316,302.147,0.137,5.853,1.975,0.43,81810.0,0.2659,0.1596,0.1269,0.9385964912280702,1.371158392434988,1.4608603433419498
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,87.81,39.254582400000004,0.8831,0.28109946048890555,0.7322,0.1453,0.1753,0.408,1.225,1.276,304.376,0.138,5.678,1.902,0.43,82473.0,0.2522,0.1596,0.1269,0.9104010025062658,1.3814026792750196,1.5173562808829533
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,93.66,41.869766399999996,0.9419,0.2998160817965124,0.7523,0.1396,0.1748,0.407,1.222,1.226,303.604,0.138,5.455,1.832,0.43,83175.0,0.2381,0.1596,0.1269,0.87468671679198,1.3774625689519306,1.574806776538167
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,99.51,44.4849504,1.0008,0.31856453409273766,0.7704,0.1327,0.1723,0.401,1.205,1.165,299.278,0.136,5.183,1.766,0.44,83913.0,0.2237,0.1596,0.1269,0.8314536340852131,1.3577620173364853,1.6329978746563905
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,105.37,47.104604800000004,1.0597,0.337312986388963,0.7868,0.1245,0.1677,0.39,1.172,1.093,291.174,0.132,4.864,1.703,0.44,84688.0,0.209,0.1596,0.1269,0.7800751879699248,1.321513002364066,1.6940841379703206
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,111.22,49.719788799999996,1.1186,0.35606143868518825,0.8013,0.1153,0.1609,0.375,1.125,1.012,279.43,0.127,4.503,1.643,0.44,85498.0,0.194,0.1596,0.1269,0.7224310776942356,1.2679275019700549,1.7550843826055573
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,117.07,52.334972799999996,1.1774,0.3747780599927952,0.8135,0.1052,0.1522,0.355,1.064,0.924,264.379,0.12,4.11,1.585,0.44,86340.0,0.1788,0.1596,0.1269,0.6591478696741855,1.1993695823483057,1.819575906300281
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,122.93,54.954627200000004,1.2363,0.3935265122890204,0.8229,0.0944,0.1419,0.33,0.992,0.83,246.4,0.112,3.69,1.527,0.45,87214.0,0.1632,0.1596,0.1269,0.5914786967418546,1.1182033096926713,1.890521697319389
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,128.78,57.5698112,1.2952,0.41227496458524565,0.8284,0.0832,0.13,0.303,0.909,0.731,225.847,0.103,3.25,1.467,0.45,88117.0,0.1472,0.1596,0.1269,0.5213032581453634,1.024428684003152,1.965130023640662
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,134.63,60.184995199999996,1.354,0.43099158589285264,0.8286,0.0715,0.1169,0.272,0.817,0.628,203.033,0.092,2.795,1.404,0.45,89049.0,0.1306,0.1596,0.1269,0.44799498746867167,0.921197793538219,2.0562680817999968
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,140.49,62.804649600000005,1.4129,0.4497400381890779,0.821,0.0596,0.1026,0.239,0.717,0.524,178.24,0.081,2.33,1.333,0.46,90008.0,0.1132,0.1596,0.1269,0.3734335839598998,0.8085106382978723,2.1650721119520204
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,146.34,65.4198336,1.4718,0.4684884904853031,0.8015,0.0476,0.0874,0.203,0.611,0.418,151.735,0.069,1.859,1.249,0.46,90994.0,0.0948,0.1596,0.1269,0.29824561403508776,0.6887312844759653,2.309275483242942
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,152.2,68.03948799999999,1.5307,0.4872369427815284,0.7618,0.0355,0.0713,0.166,0.498,0.312,123.793,0.056,1.386,1.142,0.46,92006.0,0.0748,0.1596,0.1269,0.2224310776942356,0.561859732072498,2.5259947391203013
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,158.05,70.654672,1.5895,0.5059535640891353,0.6829,0.0234,0.0545,0.127,0.381,0.206,94.707,0.043,0.915,0.986,0.47,93043.0,0.0525,0.1596,0.1269,0.14661654135338348,0.429472025216706,2.929219454042148
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,163.9,73.269856,1.6484,0.5247020163853606,0.5104,0.0116,0.0373,0.087,0.261,0.101,64.802,0.029,0.451,0.71,0.47,94104.0,0.0266,0.1596,0.1269,0.07268170426065163,0.29393223010244285,4.0441020624439545
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,21000,169.76,75.88951039999999,1.7073,0.5434504686815859,-0.0026,0.0,0.0198,0.046,0.139,0.0,34.437,0.016,-0.001,-0.004,0.47,95189.0,0.0,0.1596,0.1269,0.0,0.15602836879432624,nan
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,0.0,0.0,0.0,0.0,0.0,0.1597,0.1269,0.34,0.973,1.54,253.299,0.11,6.848,2.757,0.44,80297.0,0.4014,0.1597,0.1269,1.0,1.0,1.0
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,6.13,2.7403551999999998,0.0589,0.018748452296225272,0.0733,0.1594,0.128,0.343,0.982,1.537,255.638,0.111,6.836,2.727,0.44,80442.0,0.3967,0.1597,0.1269,0.9981214777708202,1.0086682427107958,1.0105666145603145
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,12.27,5.485180799999999,0.1178,0.037496904592450545,0.1447,0.1593,0.1296,0.347,0.994,1.535,258.806,0.112,6.829,2.691,0.44,80616.0,0.3913,0.1597,0.1269,0.997495303694427,1.0212765957446808,1.0238410065312336
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,18.4,8.225536,0.1766,0.05621352590005744,0.2136,0.1592,0.1317,0.353,1.01,1.535,262.895,0.114,6.827,2.648,0.44,80823.0,0.385,0.1597,0.1269,0.9968691296180338,1.037825059101655,1.0410845599154164
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,24.53,10.9658912,0.2355,0.0749619781962827,0.2795,0.1592,0.1342,0.359,1.03,1.535,267.972,0.116,6.828,2.598,0.44,81064.0,0.3778,0.1597,0.1269,0.9968691296180338,1.0575256107171,1.0608469851226185
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,30.67,13.7107168,0.2944,0.09371043049250798,0.3418,0.1593,0.1373,0.368,1.053,1.536,274.069,0.119,6.832,2.542,0.44,81343.0,0.3697,0.1597,0.1269,0.997495303694427,1.081954294720252,1.084671066332858
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,36.8,16.451072,0.3533,0.11245888278873326,0.4001,0.1595,0.1408,0.377,1.08,1.537,281.172,0.122,6.838,2.48,0.44,81660.0,0.3608,0.1597,0.1269,0.9987476518472135,1.1095350669818755,1.1109263335235455
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,42.93,19.1914272,0.4122,0.13120733508495852,0.454,0.1596,0.1448,0.388,1.111,1.538,289.207,0.126,6.841,2.412,0.44,82018.0,0.3511,0.1597,0.1269,0.9993738259236067,1.1410559495665877,1.1417708969034093
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,49.07,21.9362528,0.471,0.1499239563925654,0.5034,0.1595,0.1493,0.4,1.145,1.538,298.031,0.129,6.84,2.34,0.44,82417.0,0.3406,0.1597,0.1269,0.9987476518472135,1.176516942474389,1.177992198828589
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,55.2,24.676608,0.5299,0.1686724086887907,0.5483,0.1593,0.154,0.412,1.181,1.536,307.413,0.133,6.83,2.266,0.44,82859.0,0.3295,0.1597,0.1269,0.997495303694427,1.213553979511426,1.2166011960324845
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,61.33,27.416963199999998,0.5888,0.18742086098501595,0.5886,0.1587,0.1588,0.425,1.218,1.53,317.028,0.138,6.806,2.189,0.44,83343.0,0.3178,0.1597,0.1269,0.9937382592360676,1.251379038613081,1.2592642247417078
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,67.47,30.1617888,0.6477,0.20616931328124125,0.6246,0.1577,0.1635,0.438,1.254,1.52,326.445,0.142,6.761,2.112,0.45,83870.0,0.3056,0.1597,0.1269,0.9874765184721352,1.2884160756501182,1.3047561653856934
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,73.6,32.902144,0.7065,0.22488593458884812,0.6567,0.156,0.1678,0.449,1.288,1.504,335.135,0.145,6.689,2.035,0.45,84440.0,0.2929,0.1597,0.1269,0.9768315591734502,1.322301024428684,1.3536632923157745
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,79.73,35.6424992,0.7654,0.24363438688507338,0.6852,0.1536,0.1715,0.459,1.316,1.48,342.49,0.149,6.584,1.96,0.45,85052.0,0.2799,0.1597,0.1269,0.9618033813400124,1.351457840819543,1.4051290180916733
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,85.87,38.3873248,0.8243,0.2623828391812987,0.7105,0.1502,0.1742,0.466,1.336,1.448,347.847,0.151,6.439,1.888,0.45,85706.0,0.2665,0.1597,0.1269,0.9405134627426424,1.3727344365642236,1.4595585187703497
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,92.0,41.12768,0.8832,0.2811312914775239,0.733,0.1457,0.1755,0.47,1.347,1.405,350.497,0.152,6.247,1.818,0.45,86400.0,0.2528,0.1597,0.1269,0.9123356293049467,1.3829787234042552,1.5158661779523648
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,98.13,43.868035199999994,0.9421,0.2998797437737492,0.7532,0.14,0.1751,0.469,1.343,1.35,349.685,0.152,6.004,1.751,0.46,87135.0,0.2387,0.1597,0.1269,0.8766437069505323,1.379826635145784,1.5739879545198694
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,104.26,46.608390400000005,1.0009,0.3185963650813561,0.7713,0.1331,0.1727,0.462,1.325,1.283,344.769,0.15,5.705,1.687,0.46,87910.0,0.2243,0.1597,0.1269,0.8334376956793988,1.3609141055949565,1.63289243173189
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,110.4,49.353216,1.0598,0.3373448173775814,0.7878,0.1249,0.168,0.45,1.289,1.204,335.481,0.146,5.355,1.628,0.46,88722.0,0.2096,0.1597,0.1269,0.7820914214151533,1.3238770685579195,1.692739534417132
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,116.53,52.0935712,1.1187,0.35609326967380667,0.8024,0.1157,0.1612,0.432,1.237,1.115,321.975,0.14,4.959,1.571,0.46,89570.0,0.1946,0.1597,0.1269,0.7244834063869755,1.2702915681639086,1.7533756563161298
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,122.66,54.833926399999996,1.1776,0.3748417219700319,0.8148,0.1056,0.1526,0.409,1.17,1.018,304.632,0.132,4.526,1.515,0.47,90453.0,0.1794,0.1597,0.1269,0.6612398246712585,1.202521670606777,1.8185862764763476
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,128.8,57.578752,1.2365,0.39359017426625714,0.8243,0.0948,0.1422,0.381,1.091,0.914,283.89,0.123,4.064,1.46,0.47,91368.0,0.1638,0.1597,0.1269,0.5936130244207889,1.1205673758865247,1.887706855791962
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,134.93,60.319107200000005,1.2953,0.412306795573864,0.8301,0.0835,0.1303,0.349,1.0,0.805,260.158,0.113,3.58,1.403,0.47,92315.0,0.1478,0.1597,0.1269,0.5228553537883531,1.0267927501970053,1.9638179904965483
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,141.06,63.0594624,1.3542,0.43105524787008936,0.8307,0.0718,0.1171,0.314,0.898,0.692,233.799,0.101,3.08,1.343,0.48,93292.0,0.1312,0.1597,0.1269,0.4495929868503444,0.9227738376674546,2.052464928628029
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,147.2,65.804288,1.4131,0.4498037001663146,0.8236,0.0599,0.1027,0.275,0.788,0.577,205.139,0.089,2.568,1.276,0.48,94297.0,0.1138,0.1597,0.1269,0.37507827175954916,0.8092986603624901,2.157679399998158
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,153.33,68.54464320000001,1.472,0.4685521524625399,0.8048,0.0478,0.0874,0.234,0.67,0.461,174.488,0.076,2.049,1.197,0.48,95331.0,0.0954,0.1597,0.1269,0.29931120851596743,0.6887312844759653,2.3010541031550558
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,159.46,71.2849984,1.5309,0.48730060475876513,0.766,0.0356,0.0712,0.191,0.546,0.343,142.162,0.062,1.528,1.096,0.49,96391.0,0.0754,0.1597,0.1269,0.22291797119599246,0.5610717100078801,2.5169424743892828
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,165.6,74.02982399999999,1.5897,0.506017226066372,0.6883,0.0235,0.0543,0.146,0.417,0.227,108.504,0.047,1.009,0.948,0.49,97477.0,0.053,0.1597,0.1269,0.14715090795241076,0.4278959810874704,2.9078718374327246
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,171.73,76.7701792,1.6486,0.5247656783625974,0.5168,0.0116,0.037,0.099,0.284,0.112,73.891,0.032,0.497,0.686,0.49,98589.0,0.0269,0.1597,0.1269,0.07263619286161552,0.2915681639085894,4.0140892910518735
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,22000,177.86,79.51053440000001,1.7075,0.5435141306588226,-0.0029,0.0,0.0194,0.052,0.149,0.0,38.743,0.017,-0.001,-0.004,0.5,99726.0,0.0,0.1597,0.1269,0.0,0.152876280535855,nan
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,23000,0.0,0.0,0.0,0.0,0.0,0.1598,0.1269,0.388,1.064,1.683,289.479,0.12,7.487,2.637,0.46,83946.0,0.4016,0.1598,0.1269,1.0,1.0,1.0
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,23000,6.41,2.8655264,0.0589,0.018748452296225272,0.0733,0.1595,0.128,0.392,1.074,1.68,292.138,0.121,7.475,2.609,0.46,84098.0,0.3969,0.1598,0.1269,0.9981226533166458,1.0086682427107958,1.0105654243585276
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,23000,12.83,5.7355232,0.1178,0.037496904592450545,0.1448,0.1593,0.1296,0.397,1.087,1.679,295.746,0.123,7.467,2.575,0.46,84280.0,0.3915,0.1598,0.1269,0.9968710888610763,1.0212765957446808,1.0244821092278718
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,23000,19.24,8.6010496,0.1767,0.05624535688867581,0.2137,0.1593,0.1317,0.403,1.104,1.678,300.41,0.125,7.465,2.534,0.46,84496.0,0.3852,0.1598,0.1269,0.9968710888610763,1.037825059101655,1.0410825137755457
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,23000,25.65,11.466576,0.2355,0.0749619781962827,0.2796,0.1593,0.1342,0.411,1.125,1.679,306.207,0.127,7.467,2.487,0.46,84748.0,0.3781,0.1598,0.1269,0.9968710888610763,1.0575256107171,1.0608449001418243
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,23000,32.06,14.3321024,0.2944,0.09371043049250798,0.342,0.1594,0.1373,0.42,1.151,1.68,313.175,0.13,7.472,2.433,0.46,85039.0,0.3701,0.1598,0.1269,0.997496871088861,1.081954294720252,1.084669361959199
